#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
0000.jpg,1490935,"{}",68,27,"{""name"":""point"",""cx"":908,""cy"":2571}","{}"
0000.jpg,1490935,"{}",68,28,"{""name"":""point"",""cx"":702,""cy"":2617}","{}"
0000.jpg,1490935,"{}",68,29,"{""name"":""point"",""cx"":908,""cy"":2611}","{}"
0000.jpg,1490935,"{}",68,30,"{""name"":""point"",""cx"":688,""cy"":2767}","{}"
0000.jpg,1490935,"{}",68,31,"{""name"":""point"",""cx"":923,""cy"":2756}","{}"
0000.jpg,1490935,"{}",68,32,"{""name"":""point"",""cx"":707,""cy"":2814}","{}"
0000.jpg,1490935,"{}",68,33,"{""name"":""point"",""cx"":932,""cy"":2802}","{}"
0000.jpg,1490935,"{}",68,34,"{""name"":""point"",""cx"":694,""cy"":2955}","{}"
0000.jpg,1490935,"{}",68,35,"{""name"":""point"",""cx"":929,""cy"":2956}","{}"
0000.jpg,1490935,"{}",68,36,"{""name"":""point"",""cx"":707,""cy"":2990}","{}"
0000.jpg,1490935,"{}",68,37,"{""name"":""point"",""cx"":921,""cy"":3011}","{}"
0000.jpg,1490935,"{}",68,38,"{""name"":""point"",""cx"":661,""cy"":3141}","{}"
0000.jpg,1490935,"{}",68,39,"{""name"":""point"",""cx"":907,""cy"":3185}","{}"
0000.jpg,1490935,"{}",68,40,"{""name"":""point"",""cx"":652,""cy"":3182}","{}"
0000.jpg,1490935,"{}",68,41,"{""name"":""point"",""cx"":911,""cy"":3247}","{}"
0000.jpg,1490935,"{}",68,42,"{""name"":""point"",""cx"":599,""cy"":3334}","{}"
0000.jpg,1490935,"{}",68,43,"{""name"":""point"",""cx"":871,""cy"":3419}","{}"
0000.jpg,1490935,"{}",68,44,"{""name"":""point"",""cx"":576,""cy"":3388}","{}"
0000.jpg,1490935,"{}",68,45,"{""name"":""point"",""cx"":846,""cy"":3465}","{}"
0000.jpg,1490935,"{}",68,46,"{""name"":""point"",""cx"":513,""cy"":3573}","{}"
0000.jpg,1490935,"{}",68,47,"{""name"":""point"",""cx"":795,""cy"":3654}","{}"
0000.jpg,1490935,"{}",68,48,"{""name"":""point"",""cx"":470,""cy"":3612}","{}"
0000.jpg,1490935,"{}",68,49,"{""name"":""point"",""cx"":768,""cy"":3682}","{}"
0000.jpg,1490935,"{}",68,50,"{""name"":""point"",""cx"":406,""cy"":3822}","{}"
0000.jpg,1490935,"{}",68,51,"{""name"":""point"",""cx"":689,""cy"":3873}","{}"
0000.jpg,1490935,"{}",68,52,"{""name"":""point"",""cx"":383,""cy"":3888}","{}"
0000.jpg,1490935,"{}",68,53,"{""name"":""point"",""cx"":710,""cy"":3929}","{}"
0000.jpg,1490935,"{}",68,54,"{""name"":""point"",""cx"":383,""cy"":4129}","{}"
0000.jpg,1490935,"{}",68,55,"{""name"":""point"",""cx"":685,""cy"":4130}","{}"
0000.jpg,1490935,"{}",68,56,"{""name"":""point"",""cx"":391,""cy"":4218}","{}"
0000.jpg,1490935,"{}",68,57,"{""name"":""point"",""cx"":704,""cy"":4182}","{}"
0000.jpg,1490935,"{}",68,58,"{""name"":""point"",""cx"":404,""cy"":4448}","{}"
0000.jpg,1490935,"{}",68,59,"{""name"":""point"",""cx"":721,""cy"":4395}","{}"
0000.jpg,1490935,"{}",68,60,"{""name"":""point"",""cx"":429,""cy"":4531}","{}"
0000.jpg,1490935,"{}",68,61,"{""name"":""point"",""cx"":764,""cy"":4489}","{}"
0000.jpg,1490935,"{}",68,62,"{""name"":""point"",""cx"":473,""cy"":4766}","{}"
0000.jpg,1490935,"{}",68,63,"{""name"":""point"",""cx"":832,""cy"":4686}","{}"
0000.jpg,1490935,"{}",68,64,"{""name"":""point"",""cx"":505,""cy"":4825}","{}"
0000.jpg,1490935,"{}",68,65,"{""name"":""point"",""cx"":848,""cy"":4766}","{}"
0000.jpg,1490935,"{}",68,66,"{""name"":""point"",""cx"":882,""cy"":4927}","{}"
0000.jpg,1490935,"{}",68,67,"{""name"":""point"",""cx"":564,""cy"":4957}","{}"
0001.jpg,2071194,"{}",68,0,"{""name"":""point"",""cx"":1100,""cy"":1213}","{}"
0001.jpg,2071194,"{}",68,1,"{""name"":""point"",""cx"":1316,""cy"":1211}","{}"
0001.jpg,2071194,"{}",68,2,"{""name"":""point"",""cx"":1110,""cy"":1318}","{}"
0001.jpg,2071194,"{}",68,3,"{""name"":""point"",""cx"":1301,""cy"":1312}","{}"
0001.jpg,2071194,"{}",68,4,"{""name"":""point"",""cx"":1098,""cy"":1380}","{}"
0001.jpg,2071194,"{}",68,5,"{""name"":""point"",""cx"":1303,""cy"":1388}","{}"
0001.jpg,2071194,"{}",68,6,"{""name"":""point"",""cx"":1112,""cy"":1501}","{}"
0001.jpg,2071194,"{}",68,7,"{""name"":""point"",""cx"":1297,""cy"":1499}","{}"
0001.jpg,2071194,"{}",68,8,"{""name"":""point"",""cx"":1106,""cy"":1547}","{}"
0001.jpg,2071194,"{}",68,9,"{""name"":""point"",""cx"":1299,""cy"":1551}","{}"
0001.jpg,2071194,"{}",68,10,"{""name"":""point"",""cx"":1118,""cy"":1680}","{}"
0001.jpg,2071194,"{}",68,11,"{""name"":""point"",""cx"":1305,""cy"":1690}","{}"
0001.jpg,2071194,"{}",68,12,"{""name"":""point"",""cx"":1112,""cy"":1733}","{}"
0001.jpg,2071194,"{}",68,13,"{""name"":""point"",""cx"":1301,""cy"":1735}","{}"
0001.jpg,2071194,"{}",68,14,"{""name"":""point"",""cx"":1098,""cy"":1866}","{}"
0001.jpg,2071194,"{}",68,15,"{""name"":""point"",""cx"":1305,""cy"":1876}","{}"
0001.jpg,2071194,"{}",68,16,"{""name"":""point"",""cx"":1098,""cy"":1912}","{}"
0001.jpg,2071194,"{}",68,17,"{""name"":""point"",""cx"":1299,""cy"":1918}","{}"
0001.jpg,2071194,"{}",68,18,"{""name"":""point"",""cx"":1100,""cy"":2069}","{}"
0001.jpg,2071194,"{}",68,19,"{""name"":""point"",""cx"":1297,""cy"":2065}","{}"
0001.jpg,2071194,"{}",68,20,"{""name"":""point"",""cx"":1104,""cy"":2109}","{}"
0001.jpg,2071194,"{}",68,21,"{""name"":""point"",""cx"":1295,""cy"":2105}","{}"
0001.jpg,2071194,"{}",68,22,"{""name"":""point"",""cx"":1102,""cy"":2260}","{}"
0001.jpg,2071194,"{}",68,23,"{""name"":""point"",""cx"":1301,""cy"":2264}","{}"
0001.jpg,2071194,"{}",68,24,"{""name"":""point"",""cx"":1098,""cy"":2299}","{}"
0001.jpg,2071194,"{}",68,25,"{""name"":""point"",""cx"":1297,""cy"":2307}","{}"
0001.jpg,2071194,"{}",68,26,"{""name"":""point"",""cx"":1060,""cy"":2466}","{}"
0001.jpg,2071194,"{}",68,27,"{""name"":""point"",""cx"":1308,""cy"":2462}","{}"
0001.jpg,2071194,"{}",68,28,"{""name"":""point"",""cx"":1090,""cy"":2506}","{}"
0001.jpg,2071194,"{}",68,29,"{""name"":""point"",""cx"":1303,""cy"":2486}","{}"
0001.jpg,2071194,"{}",68,30,"{""name"":""point"",""cx"":1090,""cy"":2667}","{}"
0001.jpg,2071194,"{}",68,31,"{""name"":""point"",""cx"":1334,""cy"":2647}","{}"
0001.jpg,2071194,"{}",68,32,"{""name"":""point"",""cx"":1100,""cy"":2708}","{}"
0001.jpg,2071194,"{}",68,33,"{""name"":""point"",""cx"":1316,""cy"":2684}","{}"
0001.jpg,2071194,"{}",68,34,"{""name"":""point"",""cx"":1130,""cy"":2873}","{}"
0001.jpg,2071194,"{}",68,35,"{""name"":""point"",""cx"":1374,""cy"":2843}","{}"
0001.jpg,2071194,"{}",68,36,"{""name"":""point"",""cx"":1114,""cy"":2917}","{}"
0001.jpg,2071194,"{}",68,37,"{""name"":""point"",""cx"":1364,""cy"":2883}","{}"
0001.jpg,2071194,"{}",68,38,"{""name"":""point"",""cx"":1146,""cy"":3074}","{}"
0001.jpg,2071194,"{}",68,39,"{""name"":""point"",""cx"":1400,""cy"":3050}","{}"
0001.jpg,2071194,"{}",68,40,"{""name"":""point"",""cx"":1156,""cy"":3125}","{}"
0001.jpg,2071194,"{}",68,41,"{""name"":""point"",""cx"":1398,""cy"":3090}","{}"
0001.jpg,2071194,"{}",68,42,"{""name"":""point"",""cx"":1156,""cy"":3284}","{}"
0001.jpg,2071194,"{}",68,43,"{""name"":""point"",""cx"":1442,""cy"":3260}","{}"
0001.jpg,2071194,"{}",68,44,"{""name"":""point"",""cx"":1171,""cy"":3332}","{}"
0001.jpg,2071194,"{}",68,45,"{""name"":""point"",""cx"":1442,""cy"":3310}","{}"
0001.jpg,2071194,"{}",68,46,"{""name"":""point"",""cx"":1191,""cy"":3514}","{}"
0001.jpg,2071194,"{}",68,47,"{""name"":""point"",""cx"":1469,""cy"":3483}","{}"
0001.jpg,2071194,"{}",68,48,"{""name"":""point"",""cx"":1179,""cy"":3564}","{}"
0001.jpg,2071194,"{}",68,49,"{""name"":""point"",""cx"":1455,""cy"":3556}","{}"
0001.jpg,2071194,"{}",68,50,"{""name"":""point"",""cx"":1197,""cy"":3765}","{}"
0001.jpg,2071194,"{}",68,51,"{""name"":""point"",""cx"":1509,""cy"":3743}","{}"
0001.jpg,2071194,"{}",68,52,"{""name"":""point"",""cx"":1175,""cy"":3832}","{}"
0001.jpg,2071194,"{}",68,53,"{""name"":""point"",""cx"":1509,""cy"":3816}","{}"
0001.jpg,2071194,"{}",68,54,"{""name"":""point"",""cx"":1191,""cy"":4053}","{}"
0001.jpg,2071194,"{}",68,55,"{""name"":""point"",""cx"":1525,""cy"":4037}","{}"
0001.jpg,2071194,"{}",68,56,"{""name"":""point"",""cx"":1181,""cy"":4108}","{}"
0001.jpg,2071194,"{}",68,57,"{""name"":""point"",""cx"":1545,""cy"":4116}","{}"
0001.jpg,2071194,"{}",68,58,"{""name"":""point"",""cx"":1179,""cy"":4313}","{}"
0001.jpg,2071194,"{}",68,59,"{""name"":""point"",""cx"":1551,""cy"":4327}","{}"
0001.jpg,2071194,"{}",68,60,"{""name"":""point"",""cx"":1169,""cy"":4364}","{}"
0001.jpg,2071194,"{}",68,61,"{""name"":""point"",""cx"":1547,""cy"":4414}","{}"
0001.jpg,2071194,"{}",68,62,"{""name"":""point"",""cx"":1120,""cy"":4577}","{}"
0001.jpg,2071194,"{}",68,63,"{""name"":""point"",""cx"":1517,""cy"":4634}","{}"
0001.jpg,2071194,"{}",68,64,"{""name"":""point"",""cx"":1110,""cy"":4663}","{}"
0001.jpg,2071194,"{}",68,65,"{""name"":""point"",""cx"":1497,""cy"":4711}","{}"
0001.jpg,2071194,"{}",68,66,"{""name"":""point"",""cx"":1466,""cy"":4960}","{}"
0001.jpg,2071194,"{}",68,67,"{""name"":""point"",""cx"":1047,""cy"":4861}","{}"
0002.jpg,1643840,"{}",68,0,"{""name"":""point"",""cx"":996,""cy"":1325}","{}"
0002.jpg,1643840,"{}",68,1,"{""name"":""point"",""cx"":1212,""cy"":1302}","{}"
0002.jpg,1643840,"{}",68,2,"{""name"":""point"",""cx"":1020,""cy"":1428}","{}"
0002.jpg,1643840,"{}",68,3,"{""name"":""point"",""cx"":1213,""cy"":1417}","{}"
0002.jpg,1643840,"{}",68,4,"{""name"":""point"",""cx"":1014,""cy"":1460}","{}"
0002.jpg,1643840,"{}",68,5,"{""name"":""point"",""cx"":1202,""cy"":1448}","{}"
0002.jpg,1643840,"{}",68,6,"{""name"":""point"",""cx"":1012,""cy"":1573}","{}"
0002.jpg,1643840,"{}",68,7,"{""name"":""point"",""cx"":1213,""cy"":1555}","{}"
0002.jpg,1643840,"{}",68,8,"{""name"":""point"",""cx"":1030,""cy"":1611}","{}"
0002.jpg,1643840,"{}",68,9,"{""name"":""point"",""cx"":1216,""cy"":1588}","{}"
0002.jpg,1643840,"{}",68,10,"{""name"":""point"",""cx"":1030,""cy"":1720}","{}"
0002.jpg,1643840,"{}",68,11,"{""name"":""point"",""cx"":1228,""cy"":1707}","{}"
0002.jpg,1643840,"{}",68,12,"{""name"":""point"",""cx"":1046,""cy"":1767}","{}"
0002.jpg,1643840,"{}",68,13,"{""name"":""point"",""cx"":1230,""cy"":1755}","{}"
0002.jpg,1643840,"{}",68,14,"{""name"":""point"",""cx"":1056,""cy"":1875}","{}"
0002.jpg,1643840,"{}",68,15,"{""name"":""point"",""cx"":1237,""cy"":1856}","{}"
0002.jpg,1643840,"{}",68,16,"{""name"":""point"",""cx"":1052,""cy"":1912}","{}"
0002.jpg,1643840,"{}",68,17,"{""name"":""point"",""cx"":1231,""cy"":1921}","{}"
0002.jpg,1643840,"{}",68,18,"{""name"":""point"",""cx"":1034,""cy"":2038}","{}"
0002.jpg,1643840,"{}",68,19,"{""name"":""point"",""cx"":1224,""cy"":2047}","{}"
0002.jpg,1643840,"{}",68,20,"{""name"":""point"",""cx"":1036,""cy"":2065}","{}"
0002.jpg,1643840,"{}",68,21,"{""name"":""point"",""cx"":1221,""cy"":2092}","{}"
0002.jpg,1643840,"{}",68,22,"{""name"":""point"",""cx"":1020,""cy"":2189}","{}"
0002.jpg,1643840,"{}",68,23,"{""name"":""point"",""cx"":1197,""cy"":2219}","{}"
0002.jpg,1643840,"{}",68,24,"{""name"":""point"",""cx"":1012,""cy"":2216}","{}"
0002.jpg,1643840,"{}",68,25,"{""name"":""point"",""cx"":1187,""cy"":2270}","{}"
0002.jpg,1643840,"{}",68,26,"{""name"":""point"",""cx"":963,""cy"":2354}","{}"
0002.jpg,1643840,"{}",68,27,"{""name"":""point"",""cx"":1159,""cy"":2384}","{}"
0002.jpg,1643840,"{}",68,28,"{""name"":""point"",""cx"":958,""cy"":2371}","{}"
0002.jpg,1643840,"{}",68,29,"{""name"":""point"",""cx"":1155,""cy"":2433}","{}"
0002.jpg,1643840,"{}",68,30,"{""name"":""point"",""cx"":910,""cy"":2514}","{}"
0002.jpg,1643840,"{}",68,31,"{""name"":""point"",""cx"":1123,""cy"":2556}","{}"
0002.jpg,1643840,"{}",68,32,"{""name"":""point"",""cx"":904,""cy"":2546}","{}"
0002.jpg,1643840,"{}",68,33,"{""name"":""point"",""cx"":1114,""cy"":2594}","{}"
0002.jpg,1643840,"{}",68,34,"{""name"":""point"",""cx"":872,""cy"":2681}","{}"
0002.jpg,1643840,"{}",68,35,"{""name"":""point"",""cx"":1106,""cy"":2718}","{}"
0002.jpg,1643840,"{}",68,36,"{""name"":""point"",""cx"":883,""cy"":2726}","{}"
0002.jpg,1643840,"{}",68,37,"{""name"":""point"",""cx"":1081,""cy"":2757}","{}"
0002.jpg,1643840,"{}",68,38,"{""name"":""point"",""cx"":853,""cy"":2864}","{}"
0002.jpg,1643840,"{}",68,39,"{""name"":""point"",""cx"":1087,""cy"":2889}","{}"
0002.jpg,1643840,"{}",68,40,"{""name"":""point"",""cx"":861,""cy"":2914}","{}"
0002.jpg,1643840,"{}",68,41,"{""name"":""point"",""cx"":1086,""cy"":2923}","{}"
0002.jpg,1643840,"{}",68,42,"{""name"":""point"",""cx"":854,""cy"":3056}","{}"
0002.jpg,1643840,"{}",68,43,"{""name"":""point"",""cx"":1090,""cy"":3054}","{}"
0002.jpg,1643840,"{}",68,44,"{""name"":""point"",""cx"":851,""cy"":3111}","{}"
0002.jpg,1643840,"{}",68,45,"{""name"":""point"",""cx"":1078,""cy"":3108}","{}"
0002.jpg,1643840,"{}",68,46,"{""name"":""point"",""cx"":848,""cy"":3266}","{}"
0002.jpg,1643840,"{}",68,47,"{""name"":""point"",""cx"":1114,""cy"":3259}","{}"
0002.jpg,1643840,"{}",68,48,"{""name"":""point"",""cx"":857,""cy"":3321}","{}"
0002.jpg,1643840,"{}",68,49,"{""name"":""point"",""cx"":1139,""cy"":3316}","{}"
0002.jpg,1643840,"{}",68,50,"{""name"":""point"",""cx"":860,""cy"":3488}","{}"
0002.jpg,1643840,"{}",68,51,"{""name"":""point"",""cx"":1130,""cy"":3479}","{}"
0002.jpg,1643840,"{}",68,52,"{""name"":""point"",""cx"":872,""cy"":3547}","{}"
0002.jpg,1643840,"{}",68,53,"{""name"":""point"",""cx"":1127,""cy"":3529}","{}"
0002.jpg,1643840,"{}",68,54,"{""name"":""point"",""cx"":880,""cy"":3715}","{}"
0002.jpg,1643840,"{}",68,55,"{""name"":""point"",""cx"":1162,""cy"":3696}","{}"
0002.jpg,1643840,"{}",68,56,"{""name"":""point"",""cx"":898,""cy"":3795}","{}"
0002.jpg,1643840,"{}",68,57,"{""name"":""point"",""cx"":1168,""cy"":3764}","{}"
0002.jpg,1643840,"{}",68,58,"{""name"":""point"",""cx"":916,""cy"":3954}","{}"
0002.jpg,1643840,"{}",68,59,"{""name"":""point"",""cx"":1230,""cy"":3930}","{}"
0002.jpg,1643840,"{}",68,60,"{""name"":""point"",""cx"":920,""cy"":4031}","{}"
0002.jpg,1643840,"{}",68,61,"{""name"":""point"",""cx"":1230,""cy"":4012}","{}"
0002.jpg,1643840,"{}",68,62,"{""name"":""point"",""cx"":926,""cy"":4217}","{}"
0002.jpg,1643840,"{}",68,63,"{""name"":""point"",""cx"":1250,""cy"":4197}","{}"
0002.jpg,1643840,"{}",68,64,"{""name"":""point"",""cx"":927,""cy"":4270}","{}"
0002.jpg,1643840,"{}",68,65,"{""name"":""point"",""cx"":1252,""cy"":4287}","{}"
0002.jpg,1643840,"{}",68,66,"{""name"":""point"",""cx"":1257,""cy"":4480}","{}"
0002.jpg,1643840,"{}",68,67,"{""name"":""point"",""cx"":904,""cy"":4464}","{}"
0003.jpg,2042281,"{}",68,0,"{""name"":""point"",""cx"":914,""cy"":1634}","{}"
0003.jpg,2042281,"{}",68,1,"{""name"":""point"",""cx"":1127,""cy"":1627}","{}"
0003.jpg,2042281,"{}",68,2,"{""name"":""point"",""cx"":854,""cy"":1755}","{}"
0003.jpg,2042281,"{}",68,3,"{""name"":""point"",""cx"":1132,""cy"":1736}","{}"
0003.jpg,2042281,"{}",68,4,"{""name"":""point"",""cx"":885,""cy"":1794}","{}"
0003.jpg,2042281,"{}",68,5,"{""name"":""point"",""cx"":1102,""cy"":1775}","{}"
0003.jpg,2042281,"{}",68,6,"{""name"":""point"",""cx"":861,""cy"":1929}","{}"
0003.jpg,2042281,"{}",68,7,"{""name"":""point"",""cx"":1104,""cy"":1927}","{}"
0003.jpg,2042281,"{}",68,8,"{""name"":""point"",""cx"":883,""cy"":1972}","{}"
0003.jpg,2042281,"{}",68,9,"{""name"":""point"",""cx"":1082,""cy"":1969}","{}"
0003.jpg,2042281,"{}",68,10,"{""name"":""point"",""cx"":851,""cy"":2112}","{}"
0003.jpg,2042281,"{}",68,11,"{""name"":""point"",""cx"":1104,""cy"":2117}","{}"
0003.jpg,2042281,"{}",68,12,"{""name"":""point"",""cx"":883,""cy"":2164}","{}"
0003.jpg,2042281,"{}",68,13,"{""name"":""point"",""cx"":1054,""cy"":2158}","{}"
0003.jpg,2042281,"{}",68,14,"{""name"":""point"",""cx"":835,""cy"":2295}","{}"
0003.jpg,2042281,"{}",68,15,"{""name"":""point"",""cx"":1116,""cy"":2314}","{}"
0003.jpg,2042281,"{}",68,16,"{""name"":""point"",""cx"":861,""cy"":2357}","{}"
0003.jpg,2042281,"{}",68,17,"{""name"":""point"",""cx"":1083,""cy"":2369}","{}"
0003.jpg,2042281,"{}",68,18,"{""name"":""point"",""cx"":811,""cy"":2510}","{}"
0003.jpg,2042281,"{}",68,19,"{""name"":""point"",""cx"":1090,""cy"":2521}","{}"
0003.jpg,2042281,"{}",68,20,"{""name"":""point"",""cx"":833,""cy"":2567}","{}"
0003.jpg,2042281,"{}",68,21,"{""name"":""point"",""cx"":1092,""cy"":2559}","{}"
0003.jpg,2042281,"{}",68,22,"{""name"":""point"",""cx"":823,""cy"":2733}","{}"
0003.jpg,2042281,"{}",68,23,"{""name"":""point"",""cx"":1111,""cy"":2716}","{}"
0003.jpg,2042281,"{}",68,24,"{""name"":""point"",""cx"":837,""cy"":2757}","{}"
0003.jpg,2042281,"{}",68,25,"{""name"":""point"",""cx"":1108,""cy"":2752}","{}"
0003.jpg,2042281,"{}",68,26,"{""name"":""point"",""cx"":839,""cy"":2926}","{}"
0003.jpg,2042281,"{}",68,27,"{""name"":""point"",""cx"":1109,""cy"":2914}","{}"
0003.jpg,2042281,"{}",68,28,"{""name"":""point"",""cx"":845,""cy"":2980}","{}"
0003.jpg,2042281,"{}",68,29,"{""name"":""point"",""cx"":1096,""cy"":2966}","{}"
0003.jpg,2042281,"{}",68,30,"{""name"":""point"",""cx"":845,""cy"":3131}","{}"
0003.jpg,2042281,"{}",68,31,"{""name"":""point"",""cx"":1118,""cy"":3119}","{}"
0003.jpg,2042281,"{}",68,32,"{""name"":""point"",""cx"":839,""cy"":3176}","{}"
0003.jpg,2042281,"{}",68,33,"{""name"":""point"",""cx"":1118,""cy"":3162}","{}"
0003.jpg,2042281,"{}",68,34,"{""name"":""point"",""cx"":847,""cy"":3337}","{}"
0003.jpg,2042281,"{}",68,35,"{""name"":""point"",""cx"":1140,""cy"":3333}","{}"
0003.jpg,2042281,"{}",68,36,"{""name"":""point"",""cx"":854,""cy"":3375}","{}"
0003.jpg,2042281,"{}",68,37,"{""name"":""point"",""cx"":1135,""cy"":3373}","{}"
0003.jpg,2042281,"{}",68,38,"{""name"":""point"",""cx"":828,""cy"":3532}","{}"
0003.jpg,2042281,"{}",68,39,"{""name"":""point"",""cx"":1153,""cy"":3547}","{}"
0003.jpg,2042281,"{}",68,40,"{""name"":""point"",""cx"":832,""cy"":3587}","{}"
0003.jpg,2042281,"{}",68,41,"{""name"":""point"",""cx"":1118,""cy"":3611}","{}"
0003.jpg,2042281,"{}",68,42,"{""name"":""point"",""cx"":788,""cy"":3775}","{}"
0003.jpg,2042281,"{}",68,43,"{""name"":""point"",""cx"":1120,""cy"":3784}","{}"
0003.jpg,2042281,"{}",68,44,"{""name"":""point"",""cx"":780,""cy"":3830}","{}"
0003.jpg,2042281,"{}",68,45,"{""name"":""point"",""cx"":1102,""cy"":3856}","{}"
0003.jpg,2042281,"{}",68,46,"{""name"":""point"",""cx"":747,""cy"":4048}","{}"
0003.jpg,2042281,"{}",68,47,"{""name"":""point"",""cx"":1099,""cy"":4084}","{}"
0003.jpg,2042281,"{}",68,48,"{""name"":""point"",""cx"":754,""cy"":4106}","{}"
0003.jpg,2042281,"{}",68,49,"{""name"":""point"",""cx"":1106,""cy"":4141}","{}"
0003.jpg,2042281,"{}",68,50,"{""name"":""point"",""cx"":700,""cy"":4336}","{}"
0003.jpg,2042281,"{}",68,51,"{""name"":""point"",""cx"":1094,""cy"":4372}","{}"
0003.jpg,2042281,"{}",68,52,"{""name"":""point"",""cx"":695,""cy"":4436}","{}"
0003.jpg,2042281,"{}",68,53,"{""name"":""point"",""cx"":1075,""cy"":4443}","{}"
0003.jpg,2042281,"{}",68,54,"{""name"":""point"",""cx"":683,""cy"":4664}","{}"
0003.jpg,2042281,"{}",68,55,"{""name"":""point"",""cx"":1092,""cy"":4670}","{}"
0003.jpg,2042281,"{}",68,56,"{""name"":""point"",""cx"":678,""cy"":4767}","{}"
0003.jpg,2042281,"{}",68,57,"{""name"":""point"",""cx"":1082,""cy"":4760}","{}"
0003.jpg,2042281,"{}",68,58,"{""name"":""point"",""cx"":681,""cy"":5003}","{}"
0003.jpg,2042281,"{}",68,59,"{""name"":""point"",""cx"":1125,""cy"":4984}","{}"
0003.jpg,2042281,"{}",68,60,"{""name"":""point"",""cx"":695,""cy"":5119}","{}"
0003.jpg,2042281,"{}",68,61,"{""name"":""point"",""cx"":681,""cy"":5395}","{}"
0003.jpg,2042281,"{}",68,62,"{""name"":""point"",""cx"":1094,""cy"":5078}","{}"
0003.jpg,2042281,"{}",68,63,"{""name"":""point"",""cx"":1165,""cy"":5354}","{}"
0003.jpg,2042281,"{}",68,64,"{""name"":""point"",""cx"":696,""cy"":5482}","{}"
0003.jpg,2042281,"{}",68,65,"{""name"":""point"",""cx"":1179,""cy"":5449}","{}"
0003.jpg,2042281,"{}",68,66,"{""name"":""point"",""cx"":1182,""cy"":5686}","{}"
0003.jpg,2042281,"{}",68,67,"{""name"":""point"",""cx"":734,""cy"":5725}","{}"
0004.jpg,1607091,"{}",68,0,"{""name"":""point"",""cx"":1144,""cy"":1391}","{}"
0004.jpg,1607091,"{}",68,1,"{""name"":""point"",""cx"":1379,""cy"":1400}","{}"
0004.jpg,1607091,"{}",68,2,"{""name"":""point"",""cx"":1368,""cy"":1488}","{}"
0004.jpg,1607091,"{}",68,3,"{""name"":""point"",""cx"":1155,""cy"":1476}","{}"
0004.jpg,1607091,"{}",68,4,"{""name"":""point"",""cx"":1138,""cy"":1549}","{}"
0004.jpg,1607091,"{}",68,5,"{""name"":""point"",""cx"":1383,""cy"":1552}","{}"
0004.jpg,1607091,"{}",68,6,"{""name"":""point"",""cx"":1374,""cy"":1670}","{}"
0004.jpg,1607091,"{}",68,7,"{""name"":""point"",""cx"":1149,""cy"":1652}","{}"
0004.jpg,1607091,"{}",68,8,"{""name"":""point"",""cx"":1147,""cy"":1689}","{}"
